Lifespan Interval,Breed,AnimalType,Child Friendly,Grooming,Vocalization,Adaptability,isPurebred,Puppy Price Interval,Intelligence,Stranger Friendly,Lifespan,Shedding Level,isIntact,AgeuponOutcome Interval,Health Issues,Color,Hypoallergenic,AgeuponOutcome,Size,OutcomeType,isColorMix,Puppy Price,SexuponOutcome,Dog Friendly
2,Miniature Schnauzer,Dog,4,4,3,5,0,3,5,3,5110,1,0,2,3,Black,1,365,1,Adoption,1,800,1,3
3,Cairn Terrier,Dog,4,3,5,3,0,3,4,3,5475,3,0,3,2,Buff,1,1095,1,Adoption,0,850,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,4,4,Black,0,3285,2,Euthanasia,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,White,0,730,2,Return_to_owner,1,300,1,3
1,Great Dane,Dog,4,1,2,3,1,4,4,3,2920,3,0,4,4,Black,0,1825,4,Transfer,1,1000,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,3,4,Black,0,730,1,Return_to_owner,1,700,0,3
1,Chesapeake Bay Retriever,Dog,4,2,3,3,1,3,5,2,4745,3,0,3,3,Brown,0,730,3,Return_to_owner,0,800,0,2
1,German Shepherd,Dog,5,2,3,5,1,4,5,1,4380,5,0,4,4,Brown,0,2555,2,Return_to_owner,1,1400,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Brown,0,365,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Black,0,2190,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Tan,0,365,1,Return_to_owner,1,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Adoption,1,300,0,3
2,Plott Hound,Dog,4,1,3,3,0,2,2,2,5110,1,0,4,1,Brown,0,2190,2,Return_to_owner,1,400,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,60,2,Transfer,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Brown,0,730,1,Adoption,1,700,1,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,4,1,Flame,0,2555,2,Adoption,1,500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,90,2,Adoption,1,300,1,3
2,Chow Chow,Dog,2,5,3,2,0,3,3,1,5110,4,0,3,3,Red,0,1095,2,Adoption,0,700,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,3,1,Black,0,730,2,Transfer,0,300,1,3
3,Pointer,Dog,5,1,3,5,1,2,2,2,5475,1,0,4,1,Liver,0,2555,2,Adoption,1,450,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,White,0,30,2,Euthanasia,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Brown,0,730,2,Return_to_owner,1,600,1,1
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,1,2,3,Black,0,150,2,Return_to_owner,1,900,1,2
3,Basset Hound,Dog,5,2,3,5,0,2,3,5,5475,3,0,4,3,Black,0,1460,2,Transfer,1,400,0,5
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Buff,0,730,2,Return_to_owner,0,1500,0,5
1,Airedale Terrier,Dog,4,5,2,5,0,3,5,2,4745,2,0,4,2,Tricolor,1,2555,2,Transfer,1,700,1,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Brown,0,365,2,Adoption,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,30,2,Transfer,1,300,0,3
3,Beagle,Dog,5,1,5,5,0,3,3,4,5475,3,0,1,3,Black,0,30,1,Adoption,1,650,0,5
2,Manx,Cat,4,3,3,5,0,1,5,3,5110,3,0,1,1,White,0,60,3,Adoption,1,300,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,3,1,Blue,0,1095,2,Transfer,0,300,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Tan,0,1460,1,Transfer,1,700,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Black,0,365,2,Adoption,1,600,1,1
1,Flat-Coated Retriever,Dog,4,1,3,5,0,4,5,4,4745,3,0,3,5,Black,0,730,2,Adoption,1,1100,1,4
3,American Cocker Spaniel,Dog,5,5,4,5,1,3,5,5,5475,3,0,2,4,Buff,0,365,2,Transfer,0,700,1,4
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Tan,0,365,1,Adoption,0,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Brown,0,730,2,Adoption,1,300,1,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,0,4,3,White,0,2555,1,Return_to_owner,1,400,1,4
3,Border Terrier,Dog,5,3,4,5,0,4,5,2,5475,1,0,2,2,Tan,1,365,1,Adoption,1,1300,0,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,4,2,Brown,0,1825,2,Transfer,1,600,0,1
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Black,0,2190,1,Return_to_owner,1,700,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,4,2,Tan,0,2555,2,Euthanasia,1,600,1,1
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Black,0,365,1,Adoption,0,700,0,3
3,Jack Russell Terrier,Dog,4,2,5,5,0,3,2,3,5840,5,0,2,3,White,0,365,1,Adoption,1,850,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Orange,0,14,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Orange,0,365,2,Transfer,1,300,1,3
1,German Shepherd,Dog,5,2,3,5,1,4,5,1,4380,5,0,4,4,Black,0,1825,2,Return_to_owner,1,1400,0,2
1,Rottweiler,Dog,2,1,1,3,0,4,5,1,4015,1,0,3,3,Black,0,730,2,Return_to_owner,1,1600,1,1
2,Siberian Husky,Dog,4,3,2,5,0,4,4,3,5110,4,0,1,3,White,0,30,2,Adoption,1,950,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,90,2,Transfer,0,300,1,3
2,Cardigan Welsh Corgi,Dog,5,3,4,5,0,4,5,3,5110,4,0,2,2,Fawn,0,270,2,Adoption,1,1100,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,30,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Calico,0,1825,2,Transfer,0,300,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Chocolate,0,240,1,Adoption,1,700,1,3
3,Cairn Terrier,Dog,4,3,5,3,0,3,4,3,5475,3,1,2,2,Cream,1,365,1,Transfer,0,850,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,1,1,5,3,6205,4,0,1,1,Black,0,90,2,Return_to_owner,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,2,4,Chocolate,0,365,1,Return_to_owner,1,700,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,4,4,Chocolate,0,2555,2,Return_to_owner,0,1500,0,5
2,Shih Tzu,Dog,2,5,3,5,1,4,3,3,5110,1,0,3,3,Gray,1,730,1,Adoption,1,1000,0,5
2,Plott Hound,Dog,4,1,3,3,0,2,2,2,5110,1,0,2,1,Brown,0,180,2,Transfer,1,400,1,3
3,Australian Shepherd,Dog,5,3,2,5,0,3,4,2,5475,3,0,1,3,Tan,0,30,2,Adoption,1,700,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Tan,0,1095,1,Adoption,1,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,60,2,Transfer,1,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Black,0,365,2,Adoption,1,1500,0,5
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,1,1,1,Blue,0,28,2,Euthanasia,1,500,1,5
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,White,0,1460,1,Euthanasia,1,700,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Orange,0,2920,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Calico,0,90,2,Adoption,0,300,1,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,1,3,Brown,0,60,2,Adoption,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Tortie,0,120,2,Adoption,0,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,3,4,Tan,0,730,2,Euthanasia,1,1500,0,5
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,4,3,Brown,0,2190,1,Return_to_owner,0,600,0,2
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,0,1,3,Brown,0,30,2,Transfer,1,900,1,2
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Tan,0,365,2,Transfer,1,1500,1,5
2,Shih Tzu,Dog,2,5,3,5,0,4,3,3,5110,1,0,4,3,Apricot,1,1460,1,Transfer,1,1000,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Blue,0,60,2,Adoption,1,300,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Red,0,730,2,Transfer,0,600,0,1
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,0,1,3,Red,0,60,2,Adoption,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Black,0,180,2,Adoption,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Black,0,2920,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Brown,0,1095,2,Return_to_owner,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Brown,0,730,1,Adoption,1,700,0,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,1,1,3,White,0,60,2,Transfer,1,600,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Tortie,0,21,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,1,3
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,4,4,Brown,0,1460,2,Adoption,0,1400,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,4,1,Brown,0,1825,2,Transfer,1,300,0,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,3,1,Chocolate,0,730,2,Adoption,1,450,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Calico,0,180,2,Transfer,0,300,1,3
4,Toy Poodle,Dog,2,5,3,5,0,4,5,4,6570,1,0,3,3,Black,1,730,1,Transfer,1,1000,1,4
3,Collie Smooth,Dog,5,3,4,5,0,3,4,3,5475,5,0,2,2,Sable,0,365,3,Return_to_owner,0,800,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Black,0,180,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Calico,0,60,2,Transfer,0,300,1,3
3,American Cocker Spaniel,Dog,5,5,4,5,0,3,5,5,5475,3,0,2,4,Sable,0,180,2,Adoption,0,700,0,4
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Tricolor,0,2920,1,Return_to_owner,1,700,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,2,4,Buff,0,180,2,Adoption,0,1500,0,5
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,1,1,1,Seal,0,90,2,Transfer,1,500,0,5
1,Rottweiler,Dog,2,1,1,3,0,4,5,1,4015,1,0,2,3,Black,0,365,2,Adoption,1,1600,1,1
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,Brown,0,365,1,Adoption,1,700,1,3
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,0,1,3,Tricolor,0,60,2,Adoption,1,900,0,2
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Tan,0,730,1,Adoption,0,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,White,0,270,2,Return_to_owner,1,300,0,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,0,4,3,Black,0,1460,1,Transfer,1,400,1,4
1,German Shepherd,Dog,5,2,3,5,0,4,5,1,4380,5,0,1,4,Red,0,120,2,Adoption,1,1400,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,White,0,3,2,Transfer,0,300,0,3
2,Dachshund,Dog,2,2,4,5,1,2,4,2,5110,3,1,4,3,Blue,0,2190,1,Transfer,1,600,0,2
3,Border Collie,Dog,5,3,4,5,0,3,5,3,5475,3,0,1,3,Black,0,60,2,Adoption,1,700,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Blue,0,240,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,30,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,120,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Torbie,0,60,2,Adoption,0,300,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,3,2,Fawn,0,730,2,Return_to_owner,0,600,1,1
3,Collie Smooth,Dog,5,3,4,5,0,3,4,3,5475,5,0,1,2,Tricolor,0,120,3,Adoption,1,800,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Brown,0,365,2,Transfer,1,300,0,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,1,1,Lynx,0,90,2,Adoption,1,500,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Black,0,60,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,120,2,Adoption,1,300,1,3
2,Plott Hound,Dog,4,1,3,3,0,2,2,2,5110,1,0,4,1,Brown,0,1825,2,Adoption,1,400,0,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Fawn,0,730,2,Return_to_owner,1,600,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,14,2,Transfer,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,60,2,Adoption,0,300,1,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,Tan,0,30,1,Adoption,1,700,1,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,3,1,Black,0,730,2,Transfer,1,450,0,5
2,Anatol Shepherd,Dog,4,2,4,2,0,3,2,1,5110,5,0,1,4,White,0,30,3,Adoption,0,800,1,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,28,2,Transfer,0,300,0,3
2,Anatol Shepherd,Dog,4,2,4,2,1,3,2,1,5110,5,0,2,4,Fawn,0,365,3,Return_to_owner,1,800,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Brown,0,210,2,Adoption,1,300,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Brown,0,730,2,Adoption,1,600,1,1
1,Great Dane,Dog,4,1,2,3,1,4,4,3,2920,3,0,4,4,Black,0,2555,4,Transfer,1,1000,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Black,0,365,2,Euthanasia,1,300,0,3
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,1,3,3,Tricolor,0,1095,2,Transfer,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,90,2,Transfer,1,300,1,3
1,Shar-Pei,Dog,1,2,1,3,0,4,4,1,3650,1,0,3,5,Red,0,730,2,Adoption,1,1100,1,2
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,2,4,Yellow,0,365,2,Return_to_owner,0,1500,1,5
1,Flat-Coated Retriever,Dog,4,1,3,5,0,4,5,4,4745,3,0,2,5,Black,0,365,2,Adoption,0,1100,1,4
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Yellow,0,1095,2,Transfer,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Calico,0,30,2,Adoption,0,300,1,3
4,Rat Terrier,Dog,5,1,1,5,0,2,2,4,6570,3,0,2,3,Tricolor,0,270,1,Return_to_owner,1,400,1,4
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,60,2,Adoption,1,300,1,3
1,Akita,Dog,4,2,1,5,0,4,4,2,4380,5,0,3,3,Tan,0,730,3,Euthanasia,1,1000,0,3
2,American Bulldog,Dog,2,3,4,3,0,3,3,2,5110,3,0,4,3,White,0,2555,3,Return_to_owner,0,800,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,Blue,0,120,2,Transfer,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Orange,0,365,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Tan,0,1825,1,Return_to_owner,0,700,1,3
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,3,1,Chocolate,0,730,2,Adoption,1,450,1,5
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,4,4,Tan,0,1825,1,Adoption,1,700,0,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,2,1,Flame,0,150,2,Adoption,1,500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Black,0,365,2,Adoption,1,300,0,3
1,Labrador Retriever,Dog,5,2,1,5,1,4,5,5,4745,3,1,2,4,Buff,0,365,2,Transfer,1,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Black,0,120,2,Transfer,0,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,White,0,730,1,Transfer,1,700,1,3
1,Rottweiler,Dog,2,1,1,3,0,4,5,1,4015,1,1,3,3,Black,0,1095,2,Euthanasia,1,1600,0,1
4,Domestic,Cat,3,4,2,5,1,1,5,3,6205,4,1,1,1,Blue,0,28,2,Transfer,0,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Tortie,0,21,2,Transfer,0,300,1,3
1,Labrador Retriever,Dog,5,2,1,5,1,4,5,5,4745,3,0,3,4,Black,0,730,2,Transfer,0,1500,1,5
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,0,2,3,Brown,0,365,2,Adoption,1,900,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Blue,0,14,2,Transfer,1,300,0,3
3,Jack Russell Terrier,Dog,4,2,5,5,0,3,2,3,5840,5,0,3,3,White,0,730,1,Adoption,1,850,0,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,2,2,Red,0,270,2,Return_to_owner,1,600,0,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Brown,0,1095,2,Adoption,0,1500,0,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Tortie,0,30,2,Euthanasia,0,300,1,3
1,Bernese Mountain Dog,Dog,4,3,3,3,0,4,5,3,3285,4,0,3,5,Tricolor,0,730,3,Adoption,1,900,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Brown,0,730,2,Transfer,1,300,0,3
2,Plott Hound,Dog,4,1,3,3,0,2,2,2,5110,1,0,1,1,Brown,0,120,2,Transfer,1,400,0,3
1,Bulldog,Dog,5,2,1,5,1,4,3,5,3650,3,1,3,5,Brown,0,1095,2,Return_to_owner,1,1600,0,5
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Brown,0,365,2,Transfer,1,600,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,30,2,Transfer,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,2,4,White,0,365,1,Adoption,1,700,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,Black,0,60,2,Transfer,1,1500,0,5
4,Chihuahua,Dog,1,1,5,5,1,3,3,3,6570,1,0,4,4,Brown,0,3285,1,Return_to_owner,0,700,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Brown,0,730,2,Adoption,0,600,0,1
3,Pointer,Dog,5,1,3,5,0,2,2,2,5475,1,0,2,1,White,0,180,2,Adoption,1,450,1,5
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,Tricolor,0,90,1,Adoption,1,700,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,1,4,Chocolate,0,30,2,Adoption,1,1500,0,5
3,Yorkshire Terrier,Dog,1,5,5,5,0,3,5,3,5840,1,1,2,4,Black,1,365,1,Transfer,1,800,1,2
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,3,2,Blue,0,730,2,Adoption,1,600,1,1
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Black,0,1095,2,Return_to_owner,1,1500,1,5
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,1,1,1,Lilac,0,60,2,Adoption,1,500,0,5
2,American Staffordshire Terrier,Dog,4,1,2,3,0,4,4,3,5110,1,0,3,3,Blue,0,730,2,Return_to_owner,1,900,1,1
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,3,3,Brown,0,730,1,Return_to_owner,1,600,0,2
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,1,3,Brown,0,60,1,Adoption,1,600,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Tortie,0,365,2,Euthanasia,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,3,1,Blue,0,730,2,Transfer,0,300,0,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,1,2,4,Black,0,240,2,Euthanasia,0,1500,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,2,1,Brown,0,365,2,Euthanasia,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Adoption,1,300,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,1,4,Buff,0,90,1,Adoption,1,700,0,3
3,Blue Lacy,Dog,3,1,4,3,0,1,5,0,5475,3,0,2,3,Blue,0,365,2,Return_to_owner,1,275,0,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,3,1,Tortie,0,730,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Blue,0,60,2,Adoption,1,300,0,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,1,1,Lilac,0,90,2,Adoption,1,500,1,5
4,Toy Poodle,Dog,2,5,3,5,0,4,5,4,6570,1,0,4,3,White,1,2555,1,Adoption,0,1000,1,4
2,Dachshund,Dog,2,2,4,5,0,2,4,2,5110,3,0,3,3,Brown,0,730,1,Adoption,0,600,1,2
1,Boxer,Dog,4,1,2,4,0,4,4,3,4380,1,1,1,3,Brown,0,120,2,Return_to_owner,1,900,1,2
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,60,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,White,0,90,2,Adoption,1,300,0,3
3,Exotic Shorthair,Cat,4,3,1,5,0,2,3,2,5475,4,0,3,4,White,0,730,2,Transfer,1,600,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,2,1,Black,0,180,2,Adoption,1,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Torbie,0,4,2,Transfer,0,300,1,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,90,2,Adoption,1,300,1,3
3,Siamese,Cat,4,3,5,5,0,2,5,5,5475,3,0,2,1,Tortie,0,150,2,Adoption,1,500,1,5
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Orange,0,60,2,Transfer,1,300,0,3
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,1,1,1,Brown,0,30,2,Transfer,1,300,1,3
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,0,2,2,Black,0,365,2,Euthanasia,1,600,1,1
3,Australian Cattle Dog,Dog,5,1,2,3,0,2,5,2,5475,3,1,1,3,Brown,0,30,2,Transfer,1,600,0,3
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,0,3,4,Black,0,1095,1,Return_to_owner,1,700,1,3
1,Labrador Retriever,Dog,5,2,1,5,0,4,5,5,4745,3,0,3,4,Black,0,1095,2,Adoption,0,1500,0,5
3,Basset Hound,Dog,5,2,3,5,1,2,3,5,5475,3,1,4,3,Tricolor,0,2190,2,Return_to_owner,1,400,0,5
2,Pit Bull,Dog,2,1,3,5,0,2,3,2,5110,1,1,2,2,White,0,240,2,Adoption,1,600,0,1
4,Domestic,Cat,3,4,2,5,0,1,5,3,6205,4,0,1,1,Brown,0,120,2,Adoption,1,300,0,3
3,American Cocker Spaniel,Dog,5,5,4,5,0,3,5,5,5475,3,0,3,4,Yellow,0,1095,2,Return_to_owner,0,700,0,4
4,Chihuahua,Dog,1,1,5,5,0,3,3,3,6570,1,1,1,4,Tricolor,0,28,1,Return_to_owner,1,700,0,3
