OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Transfer,Dog,Spayed Female,6.0,Plott Hound,Brown Brindle,170.33333333333334,3,Medium
Adoption,Dog,Neutered Male,1.0,Australian Shepherd,Tan/White,182.5,5,Medium
Adoption,Dog,Neutered Male,36.5,Chihuahua Shorthair,Tan/White,219.0,5,Small
Transfer,Cat,Intact Female,2.0,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Euthanasia,Cat,Intact Female,0.9333333333333333,Siamese,Blue Point,182.5,5,Medium
Euthanasia,Dog,Neutered Male,48.666666666666664,Chihuahua Shorthair,White/Brown,219.0,5,Small
Adoption,Cat,Neutered Male,97.33333333333333,Domestic Medium Hair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Australian Cattle Dog,Brown/White,182.5,3,Medium
Adoption,Cat,Spayed Female,4.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Labrador Retriever,Tan/Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,73.0,Dachshund,Brown,170.33333333333334,5,Small
Transfer,Dog,Spayed Female,1.0,Boxer,Brown Brindle/White,146.0,4,Medium
Transfer,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Tan/White,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,48.666666666666664,Shih Tzu,Apricot/White,170.33333333333334,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Medium Hair,Blue/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Pit Bull,Red,182.5,3,Large
Adoption,Dog,Spayed Female,2.0,Australian Cattle Dog,Red Merle/Black,182.5,3,Medium
Adoption,Cat,Neutered Male,6.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,97.33333333333333,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,36.5,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Brown/White,219.0,5,Small
Transfer,Dog,Intact Male,2.0,Australian Cattle Dog,White/Brown,182.5,3,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,48.666666666666664,German Shepherd,Brown,146.0,5,Medium to Large
Transfer,Cat,Neutered Male,60.833333333333336,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pointer,Chocolate/White,182.5,5,Medium
Transfer,Cat,Intact Female,6.0,Domestic Medium Hair,Calico,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Miniature Poodle,Black/Gray,158.16666666666666,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Collie Smooth,Sable,182.5,4,Large
Transfer,Cat,Intact Male,6.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,2.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,6.0,Cocker Spaniel,Sable,170.33333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,97.33333333333333,Chihuahua Shorthair,Tricolor,219.0,5,Small
Adoption,Dog,Neutered Male,6.0,Labrador Retriever,Buff,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,3.0,Siamese,Seal Point,182.5,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,Brown/Black,219.0,5,Small
Adoption,Dog,Neutered Male,2.0,Boxer,Tricolor,146.0,4,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,9.0,Domestic Shorthair,White/Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,48.666666666666664,Rat Terrier,Black/White,219.0,5,Small
Adoption,Dog,Neutered Male,4.0,German Shepherd,Red/White,146.0,5,Medium to Large
Transfer,Cat,Intact Male,0.1,Domestic Shorthair,White,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,73.0,Dachshund,Blue Merle/White,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,2.0,Border Collie,Black/White,182.5,5,Medium
Transfer,Cat,Intact Female,8.0,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,4.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Intact Female,2.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,24.333333333333332,Pit Bull,Fawn,182.5,3,Large
Adoption,Dog,Neutered Male,4.0,Collie Smooth,Tricolor,182.5,4,Large
Transfer,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Siamese,Lynx Point/White,182.5,5,Medium
Transfer,Cat,Intact Male,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,4.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Plott Hound,Brown Brindle,170.33333333333334,3,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,Pit Bull,Fawn/White,182.5,3,Large
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Chihuahua Shorthair,Tan/White,219.0,5,Small
Transfer,Dog,Neutered Male,24.333333333333332,Pointer,Black/White,182.5,5,Medium
Adoption,Dog,Spayed Female,1.0,Anatol Shepherd,White,170.33333333333334,2,Large
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Anatol Shepherd,Fawn/Black,170.33333333333334,2,Large
Adoption,Cat,Spayed Female,7.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Brown/White,182.5,3,Large
Transfer,Dog,Spayed Female,85.16666666666667,Great Dane,Black/White,97.33333333333333,3,Giant
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Euthanasia,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,36.5,Australian Cattle Dog,Tricolor,182.5,3,Medium
Transfer,Cat,Spayed Female,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Chinese Sharpei,Red Tick/White,121.66666666666667,3,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Flat Coat Retriever,Black,158.16666666666666,5,Medium to Large
Transfer,Dog,Neutered Male,36.5,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,1.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,9.0,Rat Terrier,Tricolor,219.0,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,24.333333333333332,Akita,Tan/White,146.0,5,Large
Return_to_owner,Dog,Neutered Male,85.16666666666667,American Bulldog,White,182.5,3,Large
Transfer,Dog,Neutered Male,4.0,Labrador Retriever,Blue,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,60.833333333333336,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Pointer,Chocolate/White,182.5,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Chihuahua Shorthair,Tan/White,219.0,5,Small
Adoption,Cat,Neutered Male,5.0,Siamese,Flame Point,182.5,5,Medium
Adoption,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,12.166666666666666,Labrador Retriever,Buff/Tan,158.16666666666666,5,Medium
Transfer,Cat,Neutered Male,4.0,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Chihuahua Shorthair,White/Tan,219.0,5,Small
Euthanasia,Dog,Intact Male,36.5,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Boxer,Brown/White,146.0,4,Medium
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Jack Russell Terrier,White/Tan,194.66666666666666,5,Small
Return_to_owner,Dog,Intact Male,9.0,Pit Bull,Red/White,182.5,3,Large
Adoption,Dog,Neutered Male,36.5,Labrador Retriever,Brown,158.16666666666666,5,Medium
Euthanasia,Cat,Intact Female,1.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Bernese Mountain Dog,Tricolor,109.5,3,Large
Transfer,Cat,Neutered Male,24.333333333333332,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,4.0,Plott Hound,Brown Brindle/Red Tick,170.33333333333334,3,Medium
Return_to_owner,Dog,Intact Male,36.5,English Bulldog,Brown Brindle,146.0,3,Small
Transfer,Dog,Neutered Male,12.166666666666666,Pit Bull,Brown/White,182.5,3,Large
Transfer,Cat,Intact Male,1.0,Domestic Medium Hair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,White/Brown,219.0,5,Small
Transfer,Dog,Neutered Male,2.0,Labrador Retriever,Black/Tan,158.16666666666666,5,Medium
Return_to_owner,Dog,Spayed Female,109.5,Chihuahua Shorthair,Brown,219.0,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Pit Bull,Brown,182.5,3,Large
Adoption,Dog,Spayed Female,6.0,Pointer,White/Blue,182.5,5,Medium
Adoption,Dog,Neutered Male,3.0,Chihuahua Longhair,Tricolor,219.0,5,Small
Adoption,Dog,Neutered Male,1.0,Labrador Retriever,Chocolate/White,158.16666666666666,5,Medium
Transfer,Dog,Intact Female,12.166666666666666,Yorkshire Terrier,Black/Tan,194.66666666666666,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Blue/White,182.5,3,Large
Return_to_owner,Dog,Spayed Female,36.5,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Cat,Intact Male,2.0,Siamese,Lilac Point,182.5,5,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,American Staffordshire Terrier,Blue/White,170.33333333333334,3,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Dachshund,Brown Brindle/White,170.33333333333334,5,Small
Adoption,Dog,Neutered Male,2.0,Dachshund Wirehair,Brown/Black,170.33333333333334,5,Small
Euthanasia,Cat,Spayed Female,12.166666666666666,Domestic Longhair,Tortie,206.83333333333334,5,Medium
Transfer,Cat,Neutered Male,24.333333333333332,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,8.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Euthanasia,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Medium Hair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,3.0,Chihuahua Shorthair,Buff/White,219.0,5,Small
Return_to_owner,Dog,Neutered Male,12.166666666666666,Blue Lacy,Blue/White,182.5,4,Medium to Large
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Siamese,Lilac Point,182.5,5,Medium
Adoption,Dog,Spayed Female,85.16666666666667,Miniature Poodle,White,158.16666666666666,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Dachshund,Brown,170.33333333333334,5,Small
Return_to_owner,Dog,Intact Female,4.0,Boxer,Brown Brindle/White,146.0,4,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,White/Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,24.333333333333332,Exotic Shorthair,White/Orange Tabby,182.5,5,Medium
Adoption,Cat,Spayed Female,6.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.13333333333333333,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,5.0,Siamese,Tortie Point,182.5,5,Medium
Transfer,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Euthanasia,Dog,Spayed Female,12.166666666666666,Pit Bull,Black/White,182.5,3,Large
Transfer,Dog,Intact Male,1.0,Australian Cattle Dog,Brown/Black,182.5,3,Medium
Return_to_owner,Dog,Spayed Female,36.5,Chihuahua Shorthair,Black/Tan,219.0,5,Small
Adoption,Dog,Neutered Male,36.5,Labrador Retriever,Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Intact Male,73.0,Basset Hound,Tricolor,182.5,5,Medium
Adoption,Dog,Intact Male,8.0,Pit Bull,White/Blue,182.5,3,Large
Adoption,Cat,Neutered Male,4.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Cocker Spaniel,Yellow,170.33333333333334,5,Medium
Return_to_owner,Dog,Intact Male,0.9333333333333333,Chihuahua Shorthair,Tricolor,219.0,5,Small
Return_to_owner,Cat,Spayed Female,2.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,2.0,Australian Cattle Dog,Buff/White,182.5,3,Medium
Euthanasia,Dog,Intact Male,12.166666666666666,Dachshund,Black,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,60.833333333333336,Cocker Spaniel,Black,170.33333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,85.16666666666667,Blue Lacy,Tricolor,182.5,4,Medium to Large
Adoption,Cat,Spayed Female,2.0,Domestic Longhair,Blue,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Pit Bull,Black/White,182.5,3,Large
Adoption,Cat,Intact Female,1.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,73.0,Miniature Poodle,Buff,158.16666666666666,5,Small
Transfer,Dog,Intact Female,2.0,Labrador Retriever,Chocolate/White,158.16666666666666,5,Medium
Euthanasia,Dog,Neutered Male,24.333333333333332,Pit Bull,White/Brown,182.5,3,Large
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,Black and Tan Coonhound,Black/Tan,146.0,5,Large
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Euthanasia,Cat,Neutered Male,97.33333333333333,Siamese,Lynx Point,182.5,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,White,219.0,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Pit Bull,Chocolate/White,182.5,3,Large
Return_to_owner,Dog,Spayed Female,12.166666666666666,Norfolk Terrier,Cream,182.5,5,Small
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Border Collie,Black/White,182.5,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,German Shepherd,Black/Tan,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Black,219.0,5,Small
Return_to_owner,Dog,Neutered Male,36.5,Chihuahua Shorthair,Brown,219.0,5,Small
Euthanasia,Cat,Intact Male,0.7,Domestic Shorthair,White/Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Jack Russell Terrier,Tricolor,194.66666666666666,5,Small
Return_to_owner,Cat,Spayed Female,85.16666666666667,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,85.16666666666667,Pit Bull,Red/White,182.5,3,Large
Return_to_owner,Dog,Intact Male,36.5,Siberian Husky,Black/White,170.33333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,Scottish Terrier,Black,158.16666666666666,3,Small
Return_to_owner,Cat,Neutered Male,24.333333333333332,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Red,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,5.0,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Cat,Intact Male,3.0,Domestic Longhair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Cat,Spayed Female,4.0,Domestic Medium Hair,Tortie/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Pit Bull,Tan/White,182.5,3,Large
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,8.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,Chihuahua Longhair,Cream,219.0,5,Small
Transfer,Dog,Intact Female,0.9333333333333333,Chihuahua Shorthair,White,219.0,5,Small
Return_to_owner,Dog,Spayed Female,36.5,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,36.5,Pit Bull,Black/White,182.5,3,Large
Adoption,Dog,Spayed Female,2.0,Border Collie,Tricolor,182.5,5,Medium
Transfer,Dog,Intact Male,3.0,Pit Bull,White/Brown,182.5,3,Large
Return_to_owner,Dog,Intact Female,12.166666666666666,Yorkshire Terrier,Black/Tricolor,194.66666666666666,5,Small
Return_to_owner,Dog,Neutered Male,60.833333333333336,American Bulldog,Tan,182.5,3,Large
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,85.16666666666667,Boxer,Brown/White,146.0,4,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Miniature Poodle,Apricot,158.16666666666666,5,Small
Adoption,Cat,Intact Male,3.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,48.666666666666664,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,36.5,Jack Russell Terrier,White/Brown,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,1.0,Chihuahua Shorthair,Brown/Black,219.0,5,Small
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,German Shepherd,Tan/Black,146.0,5,Medium to Large
Transfer,Cat,Intact Female,0.9333333333333333,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,97.33333333333333,Russian Blue,Blue,194.66666666666666,3,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Tortie/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Doberman Pinsch,Black/Tan,146.0,5,Medium
Return_to_owner,Cat,Neutered Male,4.0,Devon Rex,Cream,182.5,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Treeing Walker Coonhound,Tricolor,158.16666666666666,3,Medium
Transfer,Dog,Intact Male,24.333333333333332,Australian Cattle Dog,Black,182.5,3,Medium
Return_to_owner,Dog,Spayed Female,97.33333333333333,Australian Cattle Dog,Sable,182.5,3,Medium
Adoption,Dog,Spayed Female,36.5,Yorkshire Terrier,White/Gray,194.66666666666666,5,Small
